mean,std,feat__words__ngram_range,feat__char__use_idf,clf__loss,feat__words__min_df,feat__words__use_idf,clf__alpha
0.31645520953479434,0.21921932010252324,"(1, 5)",False,log,3,False,1e-06
0.31128412149173396,0.21563743071436661,"(1, 6)",False,log,3,True,1e-06
0.31604511085479947,0.21964223962199142,"(1, 6)",False,log,3,False,1e-06
0.3212995001922338,0.18216940539323873,"(1, 5)",True,modified_huber,2,True,1e-06
0.33119953863898499,0.1846490939744681,"(1, 5)",True,modified_huber,2,False,1e-06
0.31855696526976801,0.16868744643337893,"(1, 6)",True,modified_huber,2,True,1e-06
0.31336024605920798,0.18061241371355369,"(1, 6)",True,modified_huber,2,False,1e-06
0.33028963219274637,0.14931654123133903,"(1, 5)",True,modified_huber,3,True,1e-06
0.30571575035242854,0.15755086872060428,"(1, 5)",True,modified_huber,3,False,1e-06
0.31651928745354352,0.17655624097110365,"(1, 6)",True,modified_huber,3,True,1e-06
0.33640266564141996,0.17924085095003761,"(1, 6)",True,modified_huber,3,False,1e-06
0.31658977316416764,0.18619996684112647,"(1, 5)",False,modified_huber,2,True,1e-06
0.30915032679738563,0.18049071962048308,"(1, 5)",False,modified_huber,2,False,1e-06
0.31300781750608742,0.18255397916855093,"(1, 6)",False,modified_huber,2,True,1e-06
0.30750352428553118,0.18209909648608769,"(1, 6)",False,modified_huber,2,False,1e-06
0.29447648340381904,0.17801750001022676,"(1, 5)",False,modified_huber,3,True,1e-06
0.30893246187363832,0.2031614900697393,"(1, 5)",False,modified_huber,3,False,1e-06
0.27451621171344354,0.16227381117349635,"(1, 6)",False,modified_huber,3,True,1e-06
0.32706651287966165,0.18837207402154579,"(1, 6)",False,modified_huber,3,False,1e-06
